id,creation_time,failed,failed_reason,time_of_death,property1,property2,property3,property4,property5,details,assignment_id,event_type,class
1,"{""py/object"": ""datetime.datetime"", ""__reduce__"": [{""py/type"": ""datetime.datetime""}, [""B+kEDQ8sIQeQrA==""]]}",False,,,,,,,,{},B50OZ0,RecruiterSubmissionComplete,Notification
