vars,creation_time,failed,failed_reason,time_of_death,id,module_id,participant_id,time_started,time_finished,time_aborted,started,finished,aborted,type,participant_group,in_repeat_phase,performance_check,trials_to_repeat,repeat_trial_index,n_created_trials,n_completed_trials,trial_maker_initialized,block_order,block_position,block,participated_networks,n_participant_trials_in_trial_maker,n_participant_trials_in_block,class,object_type
{},2025-04-13 15:41:34,False,,,2,music_tapping,1,2025-04-13 15:41:34,2025-04-13 15:44:28,,True,True,False,ChainTrialMakerState,default,False,,,,2,2,True,"[""default""]",0,default,"[1, 2]",2,2,ChainTrialMakerState,ModuleState
